                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                 2.4908,                  1.519,                0.92016,                0.44323,                0.37518,                0.40865,                0.17596,                 2.2655,                 1.3926,                0.90542,             0.00081388,             0.00081388,             0.00081388
                     96,                 2.4916,                 1.5147,                0.92091,                0.42889,                0.38344,                0.40329,                0.16364,                 2.2826,                 1.3524,                0.91056,              0.0008119,              0.0008119,              0.0008119
                     97,                 2.4766,                 1.4884,                 0.9167,                0.43758,                0.38342,                0.41825,                0.17857,                 2.2698,                 1.3254,                0.90629,             0.00080992,             0.00080992,             0.00080992
                     98,                 2.4877,                 1.4851,                0.91653,                0.43926,                0.38862,                0.41576,                0.16951,                 2.2875,                 1.3131,                0.90332,             0.00080794,             0.00080794,             0.00080794
                     99,                 2.4424,                 1.4773,                0.91776,                0.41594,                0.40075,                0.42166,                0.17866,                 2.2452,                 1.2814,                 0.9031,             0.00080596,             0.00080596,             0.00080596
                    100,                 2.4474,                 1.4808,                0.91136,                0.44347,                0.38088,                0.42317,                0.17847,                 2.3015,                 1.3067,                0.90305,             0.00080398,             0.00080398,             0.00080398
                    101,                 2.4765,                  1.489,                0.92604,                0.44338,                0.40185,                0.42437,                0.17595,                 2.2445,                 1.2999,                0.90312,               0.000802,               0.000802,               0.000802
                    102,                 2.4416,                 1.4722,                0.91255,                0.42993,                0.39072,                0.42057,                0.17514,                 2.2554,                  1.307,                0.90304,             0.00080002,             0.00080002,             0.00080002
                    103,                 2.4254,                 1.4854,                 0.9208,                0.45383,                0.39385,                 0.4326,                0.18937,                 2.2567,                 1.3294,                0.90659,             0.00079804,             0.00079804,             0.00079804
                    104,                 2.4181,                  1.473,                 0.9159,                0.41691,                0.38424,                0.41097,                0.17864,                 2.2956,                 1.3152,                0.90355,             0.00079606,             0.00079606,             0.00079606
                    105,                 2.4303,                 1.4573,                0.92119,                0.44769,                0.40527,                0.43369,                0.18291,                 2.2518,                 1.2893,                0.90067,             0.00079408,             0.00079408,             0.00079408
                    106,                 2.4115,                  1.468,                0.91515,                0.43994,                0.38629,                0.42893,                0.18334,                 2.2578,                 1.2928,                 0.9068,              0.0007921,              0.0007921,              0.0007921
                    107,                 2.4039,                 1.4374,                0.91918,                0.42029,                0.38348,                0.40963,                0.16802,                 2.3347,                 1.3997,                0.91113,             0.00079012,             0.00079012,             0.00079012
                    108,                 2.3892,                 1.4437,                0.91359,                0.46828,                0.40267,                0.44029,                0.19562,                 2.2268,                 1.2635,                0.90214,             0.00078814,             0.00078814,             0.00078814
                    109,                 2.4216,                 1.4478,                0.91358,                0.46669,                0.39314,                0.42623,                0.18451,                 2.2274,                 1.2746,                0.89716,             0.00078616,             0.00078616,             0.00078616
                    110,                  2.429,                  1.458,                0.91993,                0.45268,                0.40038,                 0.4459,                0.18012,                 2.2313,                 1.2803,                0.90532,             0.00078418,             0.00078418,             0.00078418
                    111,                 2.4121,                 1.4518,                0.90725,                0.43709,                0.41452,                0.43825,                0.19246,                 2.2304,                 1.2663,                0.90075,              0.0007822,              0.0007822,              0.0007822
                    112,                 2.3921,                 1.4229,                0.91019,                0.44829,                 0.3742,                0.41565,                0.17927,                 2.2582,                 1.3178,                0.90364,             0.00078022,             0.00078022,             0.00078022
