                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                 1.6861,                0.85727,                0.87399,                0.78873,                0.69399,                 0.7699,                0.33573,                 1.9526,                0.89483,                0.92046,              0.0097921,              0.0097921,              0.0097921
                    129,                 1.6536,                0.84304,                0.86575,                0.82429,                0.74744,                0.82567,                0.40135,                  1.697,                 0.7756,                0.88367,              0.0097905,              0.0097905,              0.0097905
                    130,                 1.6629,                0.84168,                0.86446,                0.79236,                0.71394,                 0.7873,                0.34507,                 1.8884,                0.87261,                0.91068,              0.0097888,              0.0097888,              0.0097888
                    131,                 1.6565,                0.83269,                0.86763,                0.81405,                0.72313,                0.80442,                0.36837,                 1.8274,                0.84445,                0.90299,              0.0097871,              0.0097871,              0.0097871
                    132,                 1.6793,                0.85665,                0.87381,                0.82482,                0.74062,                0.82153,                0.40178,                 1.7189,                0.79756,                0.89293,              0.0097855,              0.0097855,              0.0097855
                    133,                 1.6444,                0.83537,                0.86763,                0.82122,                0.72708,                 0.8078,                0.38303,                 1.7586,                0.81146,                0.89044,              0.0097839,              0.0097839,              0.0097839
                    134,                 1.6384,                0.82777,                0.86601,                0.81637,                0.73019,                0.80694,                0.37573,                 1.7855,                0.80639,                  0.896,              0.0097822,              0.0097822,              0.0097822
                    135,                  1.663,                 0.8484,                0.86534,                0.77618,                0.68968,                0.76355,                0.31758,                 1.9335,                0.90673,                0.91826,              0.0097806,              0.0097806,              0.0097806
                    136,                 1.6563,                0.84583,                0.86893,                0.82867,                0.75385,                0.82809,                0.40886,                 1.6872,                0.78321,                0.88152,              0.0097789,              0.0097789,              0.0097789
                    137,                 1.6572,                0.84515,                0.86731,                0.81341,                0.72619,                0.80517,                0.37479,                 1.8098,                0.82573,                0.90162,              0.0097773,              0.0097773,              0.0097773
                    138,                 1.6602,                0.84077,                0.86355,                0.80713,                0.72605,                0.80495,                0.36768,                 1.7784,                0.82171,                0.89477,              0.0097756,              0.0097756,              0.0097756
                    139,                 1.6331,                 0.8278,                0.86768,                0.78334,                0.68738,                0.76705,                0.32372,                 1.9587,                0.92584,                0.91908,              0.0097739,              0.0097739,              0.0097739
                    140,                 1.6598,                0.83756,                0.86759,                 0.8107,                0.72937,                0.80586,                0.36207,                 1.8299,                 0.8238,                0.90051,              0.0097723,              0.0097723,              0.0097723
                    141,                 1.6366,                0.82783,                0.86223,                0.83247,                0.74675,                 0.8289,                0.40684,                 1.7061,                0.76825,                 0.8838,              0.0097707,              0.0097707,              0.0097707
                    142,                 1.6349,                0.84377,                0.86619,                0.80065,                0.71277,                0.79341,                0.36065,                   1.84,                0.83755,                0.90175,               0.009769,               0.009769,               0.009769
                    143,                 1.6227,                0.81839,                0.86474,                0.82232,                0.73605,                0.81825,                0.38111,                 1.7548,                 0.7875,                0.88583,              0.0097674,              0.0097674,              0.0097674
                    144,                 1.6397,                0.82675,                0.85793,                0.83315,                0.74932,                0.83248,                0.40323,                 1.6901,                0.76626,                0.88129,              0.0097657,              0.0097657,              0.0097657
                    145,                 1.6356,                0.82457,                0.86418,                0.81955,                0.74419,                0.82318,                0.39235,                  1.757,                0.79986,                0.89211,               0.009764,               0.009764,               0.009764
                    146,                 1.6448,                0.83526,                0.86622,                0.83338,                0.75837,                0.83585,                0.41015,                 1.7367,                0.77971,                0.88755,              0.0097624,              0.0097624,              0.0097624
                    147,                 1.6396,                0.83375,                0.86878,                0.81461,                0.71141,                0.80071,                0.36884,                 1.8434,                0.84762,                0.90395,              0.0097608,              0.0097608,              0.0097608
                    148,                 1.6674,                0.84445,                 0.8663,                0.81168,                0.72048,                0.80314,                0.36713,                 1.8478,                0.84832,                0.90641,              0.0097591,              0.0097591,              0.0097591
                    149,                  1.618,                0.82581,                0.86072,                0.81055,                0.72177,                 0.8037,                0.37122,                 1.8142,                0.82532,                0.89462,              0.0097575,              0.0097575,              0.0097575
                    150,                 1.6334,                0.83194,                0.86229,                0.82714,                0.73735,                0.82218,                0.39083,                 1.7274,                0.79115,                0.88534,              0.0097558,              0.0097558,              0.0097558
                    151,                 1.6488,                0.83284,                0.86348,                 0.8218,                0.73994,                0.81692,                0.37552,                 1.7751,                0.79363,                 0.8893,              0.0097541,              0.0097541,              0.0097541
