                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.7113,                0.94308,                0.91469,                0.80458,                0.73326,                0.79925,                0.38226,                  1.744,                0.91299,                 0.9267,              0.0095545,              0.0095545,              0.0095545
                     47,                 1.6923,                0.93094,                0.91014,                0.83394,                0.75975,                0.83399,                0.42973,                 1.5733,                0.82269,                  0.901,              0.0095446,              0.0095446,              0.0095446
                     48,                 1.7037,                0.93136,                0.91064,                 0.8423,                0.77617,                0.84457,                0.44822,                 1.5284,                0.79829,                0.89076,              0.0095347,              0.0095347,              0.0095347
                     49,                  1.689,                0.92707,                0.91405,                0.83101,                0.74841,                 0.8226,                0.42373,                 1.5837,                 0.8494,                0.90409,              0.0095248,              0.0095248,              0.0095248
                     50,                 1.6795,                0.91904,                0.90941,                0.82571,                0.76944,                0.83679,                0.43194,                 1.5612,                0.80665,                0.89406,              0.0095149,              0.0095149,              0.0095149
                     51,                 1.6803,                0.91412,                 0.9072,                0.82124,                0.74781,                0.82061,                0.40459,                 1.6528,                 0.8323,                0.90486,               0.009505,               0.009505,               0.009505
                     52,                 1.6943,                0.92554,                0.90961,                0.82577,                0.76315,                 0.8314,                0.42385,                 1.6006,                0.83108,                0.90389,              0.0094951,              0.0094951,              0.0094951
                     53,                  1.662,                0.90949,                0.90817,                0.84648,                0.77438,                0.84939,                0.45774,                 1.5274,                0.79082,                0.89031,              0.0094852,              0.0094852,              0.0094852
                     54,                 1.6704,                0.91017,                0.90777,                0.83979,                0.76151,                0.84047,                0.44509,                 1.5364,                0.80344,                0.89275,              0.0094753,              0.0094753,              0.0094753
                     55,                 1.6903,                0.91949,                0.90982,                0.84576,                0.76912,                0.84798,                0.44924,                 1.5214,                0.79157,                 0.8933,              0.0094654,              0.0094654,              0.0094654
                     56,                 1.6523,                0.90043,                 0.9046,                0.85402,                0.77646,                0.85228,                 0.4466,                 1.5305,                 0.7833,                0.88782,              0.0094555,              0.0094555,              0.0094555
                     57,                 1.6639,                0.89536,                0.90456,                0.84067,                0.77473,                0.84526,                0.44366,                 1.5441,                0.78609,                 0.8925,              0.0094456,              0.0094456,              0.0094456
                     58,                 1.6401,                0.89058,                0.90271,                 0.8433,                0.76714,                0.84405,                0.44392,                 1.5573,                0.79381,                 0.8917,              0.0094357,              0.0094357,              0.0094357
                     59,                 1.6595,                0.90251,                0.90374,                0.82858,                0.77056,                 0.8413,                0.42704,                 1.6016,                0.80286,                0.89554,              0.0094258,              0.0094258,              0.0094258
